.cn	Q2
车骑将军（古代的高级将军官名）	Q13340
轫致辐射	Q13342
转世灵童	Q13343
转置	Q13344
轮台县	Q13347
软件产业	Q13350
软件工程（学科）	Q13353
软件开发	Q13354
软件框架	Q13355
软件许可证	Q13356
软件设计模式	Q13357
软件（按照特定顺序组织的计算机数据和指令的集合）	Q13358
软木	Q13359
轴承（机械设备中零部件）	Q13361
轻子	Q13362
辅公祏	Q13369
辉县	Q13370
辐射化学	Q13372
辛亥革命（1911年中国爆发的民主革命）	Q13376
辛亥革命（2011年辛亥革命百年纪念电影）	Q13377
辛弃疾（南宋将领、词人）	Q13380
辛德勒的名单	Q13381
辜鸿铭	Q13383
辣条	Q13385
辩士学派	Q13387
辩论	Q13388
辩证唯物主义	Q13389
辩证法	Q13390
辰山（上海辰山）	Q13392
边境口岸	Q13393
边际主义	Q13394
边际利润	Q13395
边际成本	Q13396
边际收益	Q13397
边际革命	Q13398
辽东半岛	Q13400
辽中区	Q13404
辽北省	Q13405
辽史	Q13406
辽宁号航空母舰	Q13407
辽宁大学	Q13408
辽宁师范大学	Q13410
辽宁省委常委	Q13413
辽宁（中华人民共和国省级行政区）	Q13416
辽朝	Q13417
辽沈战役（解放战争三大战役之一）	Q13418
辽河（中国东北地区南部最大河流）	Q13420
辽西地区	Q13422
辽阳（辽宁省省辖市）	Q13424
达尔文（澳大利亚北部地区首府和主要港口）	Q13425
达格·哈马舍尔德	Q13428
达特矛斯会议	Q13429
达美航空	Q13431
过敏性鼻炎	Q13436
过渡层	Q13437
过渡时期（由一个阶段发展到另一个阶段）	Q13438
迈克·泰森（美国著名拳击手、拳王）	Q13439
迈克尔·杰克逊（美国著名歌手）	Q13440
迈蒙尼德	Q13441
运作模式	Q13443
运动型汽车	Q13444
运动学	Q13445
运动竞赛	Q13447
运动速度（物理学科概念）	Q13448
运动（马列主义词汇）	Q13449
运筹学（管理类专业基础课）	Q13450
运行环境	Q13452
运输基建办公室	Q13453
近卫文麿	Q13455
近地天体	Q13456
还原性	Q13458
这里的黎明静悄悄（前苏联作家瓦西里耶夫代表作小说）	Q13461
进动	Q13463
进化心理学	Q13464
进化生物学	Q13465
进化论（生物学理论）	Q13467
进程	Q13471
远古（原始社会）	Q13477
远红外线	Q13478
连云港港（连云港港口名）	Q13481
连战	Q13486
连晨翔	Q13487
连柏生	Q13488
连江县（台湾当局连江县）	Q13489
连贯（原中共中央对外联络部副部长）	Q13491
连通性	Q13492
迦南（巴勒斯坦及周边组成的一个地区）	Q13493
迦太基（腓尼基人建立的古国）	Q13494
迦旃延	Q13495
迪士尼（娱乐公司）	Q13497
迪拜	Q13498
迪米特里·彼得连科	Q13499
迷失（美国abc电视台出品连续剧）	Q13501
迷恋（法德1981年安德烈·祖拉斯基执导电影）	Q13502
迷题	Q13503
送别（王维五言古诗）	Q13506
选举人团	Q13510
逊尼派	Q13514
透明国际	Q13515
递归论	Q13518
通俗歌曲（歌曲类型）	Q13519
通信技术（学术学科）	Q13521
通典（中国历史上第一部体例政书）	Q13522
通识教育	Q13530
通货膨胀	Q13531
造纸术（中国历史）	Q13533
逸夫书院	Q13535
逻辑与	Q13536
逻辑实证主义	Q13537
逻辑思维能力	Q13538
逻辑（一门学科）	Q13541
遂溪县	Q13544
道光（清宣宗爱新觉罗·旻宁的年号）	Q13545
道家	Q13546
道家思想	Q13547
道家（信奉老庄等道家学说的哲学学派）	Q13548
道德经	Q13549
道德风险	Q13550
道教	Q13551
道格拉斯·麦克阿瑟	Q13554
道森（英国足球运动员）	Q13555
道经	Q13556
道谛	Q13557
遗传多样性	Q13558
遗传密码	Q13559
遥感	Q13562
遥感技术	Q13563
遵义会议（中共重要会议）	Q13566
遵义师范学院	Q13567
遵义（贵州省地级市）	Q13571
邓中夏	Q13574
邓丽君（中国台湾歌唱家）	Q13576
邓华（开国上将）	Q13577
邓子瑜	Q13579
邓小平南巡	Q13580
邓小平理论	Q13582
邓小平（中国共产党第二代领导集体核心人物）	Q13586
邓恩铭（革命烈士）	Q13587
邓愈	Q13588
邓斯·司各脱	Q13589
邓析	Q13590
邓泽如	Q13592
邓涵之	Q13593
邓福邦	Q13594
邓高	Q13597
邢国（商周时期的一个国家）	Q13600
邪恶力量（ke$ha演唱歌曲）	Q13604
邪恶力量（美国2005年詹森·阿克斯主演科幻美剧）	Q13605
邮件列表	Q13606
邮政储金汇业局	Q13607
邯郸（河北省地级市）	Q13610
邵力子	Q13612
邵逸夫	Q13615
邹韬奋	Q13618
邹鲁风	Q13619
邹鲁（中华民国时期著名政治家）	Q13620
邺城	Q13621
郁达夫（中国作家）	Q13623
郑业成	Q13624
郑克塽	Q13626
郑合高速铁路	Q13628
郑和船队（古时船队名称）	Q13630
郑和（中国明朝航海家、外交家、宦官）	Q13631
郑国（西周、春秋战国时期诸侯国）	Q13632
郑士良	Q13633
郑州	Q13635
郑州东站（中国高铁枢纽郑州东站）	Q13636
郑州大学	Q13640
郑州新郑国际机场	Q13641
郑州站	Q13642
郑庄公	Q13645
郑恺（中国内地男演员）	Q13647
郑成功（明清之际军事将领、民族英雄）	Q13648
郑武公	Q13650
郑渝高速铁路	Q13655
郑经	Q13657
郑藻如	Q13658
郑金（清朝陈金釭起义高级将领）	Q13661
郑钦安	Q13662
郝柏村	Q13663
郡县制	Q13664
部门法	Q13670
郭子兴（元末红巾军领袖）	Q13673
郭孔丞	Q13674
郭守敬（元代科学家）	Q13675
郭德纲	Q13676
郭敬明	Q13677
郭沫若	Q13678
郭泓志	Q13679
郾城之战	Q13685
郾城郝家台城址	Q13687
鄂西生态圈	Q13695
鄫国	Q13700
配器	Q13702
配置效率	Q13703
酒吧（提供酒类的消费场所）	Q13705
酒神节	Q13708
酒神（唐家三少著网络小说）	Q13709
酷睿	Q13714
酸根离子	Q13715
酸碱质子理论	Q13720
酸碱（石蕊变蓝）	Q13721
酸雨（自然灾害）	Q13722
醉拳（2003年电视剧）	Q13723
采石大战	Q13725
采红菱	Q13727
释星云	Q13728
释迦牟尼（佛陀）	Q13729
里努斯·米歇尔斯	Q13730
里德学院	Q13733
里昂·斯科特·肯尼迪	Q13734
里昂·瓦尔拉斯	Q13735
里海	Q13737
重农学派	Q13739
重子不对称性	Q13742
重定向	Q13743
重工业	Q13744
重庆国民政府	Q13745
重庆江北国际机场	Q13746
重庆理工大学	Q13747
重庆谈判（中国共产党同国民党政府在重庆进行和平谈判）	Q13748
重庆（中华人民共和国直辖市）	Q13749
重点大学	Q13750
重点调查	Q13751
重点高中	Q13752
重生（dota中骷髅王的第四技能）	Q13753
重症急性呼吸综合征	Q13754
重阳节	Q13757
野狐岭之战	Q13759
量产（计算机术语）	Q13763
量化分析	Q13764
量子	Q13765
量子光学	Q13766
量子力学（物理学理论）	Q13768
量子场论	Q13770
量子引力理论	Q13772
量子态	Q13773
量子态隐形传输	Q13774
量子数	Q13775
量子物理	Q13776
量子理论（物理学理论）	Q13777
量子电动力学	Q13778
量子计算机	Q13779
量子通讯	Q13780
金匮要略	Q13784
金字塔（古埃及金字塔）	Q13787
金宇澄	Q13788
金属元素	Q13791
金属核	Q13792
金属矿产	Q13793
金属键	Q13795
金属（常见物质）	Q13796
金山区（上海市下辖区）	Q13797
金山（内地男歌手）	Q13798
金庸武侠小说	Q13799
金援	Q13800
金日成	Q13801
金星（中国舞蹈家、脱口秀主持人）	Q13802
金朝（中国历史朝代）	Q13804
金正日	Q13805
金水	Q13806
金砖国家	Q13811
金纳	Q13813
金缕玉衣	Q13814
金融业	Q13815
金融危机（金融学术语）	Q13817
金融商品	Q13818
金融工具	Q13819
金融政策	Q13821
金融界	Q13823
金融经济学（经济学分支学科）	Q13824
金装律师（美国电视剧）	Q13826
金边	Q13827
金迈	Q13828
金门县（台湾地区金门县）	Q13831
金门群岛	Q13834
金门（苏州城门）	Q13837
鉴真	Q13839
针灸	Q13843
针灸甲乙经	Q13844
针灸科	Q13845
针灸穴位	Q13846
针疗	Q13847
钓鱼城之战	Q13848
钓鱼岛国有化	Q13849
钓鱼岛（中华人民共和国东海固有群岛）	Q13850
钟欣潼	Q13852
钠	Q13853
钠离子	Q13854
钢琴家（欧洲2002年罗曼·波兰斯基执导电影）	Q13855
钢琴家（钢琴的演奏者）	Q13856
钢琴（键盘乐器）	Q13857
钦察汗国（13世纪上半叶蒙古人建立的封建国家）	Q13862
钩弋夫人	Q13868
钮承泽	Q13869
钱三强	Q13870
钱乙	Q13871
钱庄	Q13872
钱穆	Q13873
钻石与水悖论	Q13874
铁器时代（人类历史时期）	Q13875
铁幕演说	Q13878
铁溪风景区	Q13879
铁观音（茶叶）	Q13882
铁路	Q13883
铁路运输	Q13891
铃木（日本汽车制造公司）	Q13892
铜人腧穴针灸图经	Q13893
铜石并用时代	Q13898
铜管乐器（吹奏乐器）	Q13899
铜雀台赋	Q13904
铜雀台（2012年赵林山执导电影）	Q13905
银晕	Q13909
银杏（银杏科落叶乔木）	Q13912
银条	Q13913
银河系	Q13914
银行（依法经营货币信贷业务的金融机构）	Q13916
银鸥	Q13917
链表	Q13918
锐力表	Q13924
错误（基础含义）	Q13925
锡伯族	Q13926
锡克教	Q13927
锡金	Q13928
锡金邦	Q13929
锦屏极深地下暗物质实验室	Q13933
锦州（辽宁省地级市）	Q13935
键值	Q13939
镇隆镇（广东省信宜市镇隆镇）	Q13945
长城航空（上海成立的一家主营货运的航空公司）	Q13951
长城（中国古代第一军事工程）	Q13952
长大后（2010年丹尼斯·杜根执导美国电影）	Q13953
长安（中国古代都城）	Q13956
长崎（日本长崎县长崎市）	Q13958
长平之战（战役名称）	Q13959
长征（历史事件）	Q13962
长昆客运专线	Q13963
长春（吉林省省会、副省级市）	Q13964
长江三峡（瞿塘峡，巫峡和西陵峡三段峡谷的总称）	Q13967
长江三角洲	Q13968
长江三角洲城市群	Q13969
长江中下游平原	Q13970
长江口（长江流入东海河口）	Q13971
长江水系	Q13973
长江流域	Q13974
长江（世界第三长河，亚洲第一长河）	Q13976
长江（同名记者）	Q13977
长沙（湖南省省会）	Q13978
长白山脉（著名山脉）	Q13980
长老会	Q13982
长虫	Q13986
长阳人	Q13987
门司区	Q13989
门诺派	Q13991
闪击战（战争模式）	Q13993
闪米特人	Q13995
问卷	Q13998
问责制	Q13999
闵行区	Q14002
闸北区	Q14003
闽中郡	Q14005
闽南	Q14006
闽南地区	Q14007
闽南师范大学	Q14008
闽国	Q14011
闽民系	Q14012
闾左	Q14021
阖闾	Q14025
阜新（辽宁省省辖市）	Q14026
阜阳	Q14028
阜阳港	Q14030
阪泉之战（炎黄上古之战）	Q14032
阮冈纳赞	Q14033
阮惠	Q14034
阮玲玉（中国早期著名女影星）	Q14035
阮籍	Q14036
防御系统	Q14039
防灾科技学院	Q14041
防空识别区	Q14044
阳性结果	Q14047
阳明病	Q14049
阳翰笙	Q14054
阴历	Q14056
阴阳五行学说	Q14058
阴阳家（先秦时期的诸子百家学派之一）	Q14059
阴阳平衡	Q14060
阴阳调和	Q14061
阶级矛盾	Q14064
阿什哈巴德	Q14065
阿伏伽德罗常量	Q14068
阿伦·艾弗森	Q14069
阿佩尔	Q14070
阿克塞哈萨克族自治县	Q14072
阿列夫数	Q14074
阿利斯塔克	Q14075
阿卡贝拉	Q14076
阿历克斯·梅森	Q14077
阿台（元朝官吏）	Q14078
阿基米德（古希腊哲学家、数学家、物理学家）	Q14081
阿多诺（德国哲学家）	Q14082
阿契美尼德王朝	Q14083
阿姆河	Q14084
阿富汗伊斯兰共和国	Q14085
阿尔伯特·爱因斯坦	Q14086
阿尔伯特·班杜拉	Q14087
阿尔伯特·艾利斯	Q14088
阿尔卑斯山脉	Q14089
阿尔及利亚	Q14090
阿尔巴尼亚	Q14091
阿尔巴尼亚人	Q14092
阿尔巴尼亚社会主义人民共和国	Q14100
阿尔弗雷德·诺思·怀特黑德	Q14101
阿尔弗雷德·贝恩哈德·诺贝尔	Q14102
阿尔弗雷德·阿德勒	Q14103
阿尔弗雷德·马歇尔（英国近代经济学家）	Q14104
阿尔托大学	Q14105
阿尔比昂	Q14106
阿尔泰山脉	Q14109
阿尔蒙德	Q14110
阿尼玛（词语解释）	Q14111
阿德利昂·玛利·埃·勒让德	Q14113
阿房宫（秦朝著名宫殿）	Q14114
阿拉伯乳香	Q14115
阿拉伯医学	Q14116
阿拉伯半岛	Q14117
阿拉伯国家	Q14118
阿拉伯帝国（632年至1258年阿拉伯人建立的帝国）	Q14120
阿拉伯帝国（阿拉伯人建立的国家）	Q14121
阿拉伯文	Q14122
阿拉伯民族主义	Q14124
阿拉伯（地区）	Q14125
阿拉斯加州	Q14126
阿拔斯王朝	Q14127
阿旺罗桑嘉措	Q14130
阿曼德·哈默	Q14131
阿曼（罗马尼亚画家）	Q14132
阿根廷（阿根廷共和国）	Q14133
阿波罗（古希腊神话中的预言与光明之神）	Q14135
阿特拉斯（希腊神话人物）	Q14136
阿特金森（英格兰中场球员）	Q14137
阿瑟·尼维尔·张伯伦	Q14138
阿留申群岛	Q14139
阿睦尔撒纳	Q14141
阿莱曼（埃及北部城镇）	Q14144
阿贝尔奖	Q14146
阿道夫·希特勒（纳粹德国元首）	Q14150
阿道夫·阿布拉莫维奇·越飞	Q14151
阿那克萨戈拉	Q14152
阿那克西曼德	Q14153
阿里斯托芬	Q14155
阿隆佐·邱奇	Q14156
阿魏	Q14157
附加值	Q14159
附属医院	Q14160
陆云（西晋文学家）	Q14163
陆家嘴（中国长江经济带国家级金融中心）	Q14167
陆征祥	Q14168
陆机	Q14169
陆毅（中国内地男演员）	Q14170
陆游	Q14172
陆皓东	Q14173
陆秀夫	Q14174
陆荣廷	Q14175
陆谷孙	Q14176
陇海铁路	Q14178
陇西县	Q14179
陈一帆（广东教育学院音乐系主任）	Q14181
陈中伟（上海市第六人民医院副院长）	Q14183
陈云（伟大的无产阶级革命家、政治家）	Q14184
陈伟殷	Q14185
陈修园	Q14186
陈光兴	Q14187
陈公博	Q14188
陈南（东南大学教授）	Q14190
陈友仁（民国华侨外交家）	Q14191
陈嘉庚	Q14193
陈奕迅（中国香港流行男歌手、演员）	Q14194
陈定（中国田径竞走运动员）	Q14195
陈寅恪	Q14197
陈少白	Q14198
陈平（西汉丞相，曲逆献侯）	Q14199
陈德维	Q14200
陈思和	Q14201
陈晓鲁	Q14203
陈树藩（皖系军阀）	Q14206
陈氏太极拳	Q14207
陈法拉	Q14209
陈济棠（国民革命军陆军一级上将）	Q14210
陈炯明	Q14211
陈爽（著名唱作人、中国金牌童星制作人，唱片ceo.）	Q14212
陈独秀	Q14213
陈玉成（太平天国英王）	Q14214
陈留王（中国古代王爵之一）	Q14215
陈相屯镇	Q14216
陈竺	Q14217
陈良宇	Q14218
陈若仪	Q14219
陈蒨	Q14220
陈诚（上饶市国家税务局党组成员、纪检组长）	Q14221
陈调元（中华民国陆军上将）	Q14222
陈郁（原广东省省委书记、省长）	Q14223
陈锡联	Q14224
陈隆（漫画家）	Q14225
降水	Q14226
限制进口	Q14230
陕北红军	Q14231
陕甘革命根据地	Q14235
陕西（中华人民共和国省级行政区）	Q14237
陶宗仪	Q14241
陶弘景	Q14243
陶文（澳华装饰设计工程有限公司设计总监）	Q14245
陶瓷（陶器和瓷器的总称）	Q14247
隆化县（中国河北省承德市下辖县）	Q14249
隆裕太后	Q14251
隋书·经籍志	Q14252
隋唐	Q14253
隋唐大运河	Q14254
隋朝	Q14255
隋炀帝（2008年内地电视剧）	Q14258
随机过程（概率术语）	Q14261
隐没带	Q14262
隗嚣	Q14266
隶属于	Q14268
难以捉摸（难以捉摸）	Q14269
难经	Q14270
雅丹地貌	Q14276
雅典（希腊首都）	Q14280
雅各布（意大利小演员）	Q14283
雅安	Q14284
雅鲁藏布江（藏南大河）	Q14290
集会自由	Q14291
集体行动理论	Q14294
集体领导体制	Q14295
集成开发环境	Q14296
集成电路	Q14297
集约农业	Q14299
集美大学	Q14300
集装箱	Q14301
雍正（清世宗年号）	Q14306
雕刻	Q14307
雕版印刷	Q14309
雨夹雪（天气现象）	Q14311
雨果·格劳秀斯	Q14312
雨果奖	Q14313
雨果（美国2011年马丁·斯科塞斯执导剧情片）	Q14314
雪峰山脉	Q14321
雪顿节	Q14323
雷·克洛克	Q14325
雷伯	Q14328
雷公山国家森林公园	Q14329
雷古勒斯·布莱克	Q14330
雷州半岛	Q14331
雷曼	Q14335
雷格（日本同人漫画作品《龙珠新时代》中的角色）	Q14336
雷蒙德	Q14337
雷蒙德·卡特尔	Q14338
雷达（全球杀虫品牌）	Q14340
需求定律	Q14342
需求曲线	Q14343
需求理论	Q14344
霍元甲（著名爱国武术家）	Q14346
霍光	Q14347
霍光（历史人物）	Q14348
霍克海默	Q14349
霍去病（西汉名将、军事家）	Q14350
霍叔	Q14351
霍尊	Q14352
霍尔洛·乔巴山	Q14353
霍布豪斯	Q14356
霞帔	Q14359
露天剧场	Q14360
青天白日旗	Q14363
青少年（按年龄划分的社会群体）	Q14364
青岛港	Q14366
青岛（山东省副省级城市）	Q14367
青春期（人体生长发育第二高峰期）	Q14370
青浦区	Q14371
青浦镇	Q14372
青海湖（青海省青海湖）	Q14373
青海（中华人民共和国省级行政区）	Q14374
青藏地区	Q14375
青藏高原（亚洲内陆高原）	Q14376
青铜（铜锡合金）	Q14380
青阳县	Q14382
青鱼（动物）	Q14384
静冈（日本县份）	Q14390
静力平衡	Q14391
静止状态	Q14394
静脉注射（医疗方法）	Q14396
非常人贩第一季	Q14399
非政府组织	Q14401
非欧几里得几何	Q14402
非洲（世界七大洲之一）	Q14407
非物质文化遗产	Q14409
非理性主义	Q14410
非科学	Q14412
非线性光学	Q14413
非线性方程	Q14414
非营利性组织	Q14416
非负整数集	Q14419
非金属矿产	Q14420
面向对象	Q14421
面向对象技术	Q14422
面向对象的程序设计	Q14423
面向对象程序设计（一种计算机编程架构）	Q14424
面向对象语言	Q14425
面点	Q14427
面相	Q14429
面积	Q14430
革命精神	Q14435
靳辅	Q14438
鞍山（辽宁省省辖市）	Q14439
韦伯（德国足球运动员）	Q14440
韦克斯勒	Q14441
韦特墨	Q14444
韩东君	Q14446
韩休	Q14447
韩兰成	Q14448
韩医学	Q14449
韩国瑜	Q14450
韩国（大韩民国）	Q14451
韩国（战国七雄之一）	Q14452
韩寒（中国作家、导演、职业赛车手）	Q14454
韩少云（评剧代表人物）	Q14455
韩山童	Q14456
韩币	Q14457
韩当（三国时期吴国名将）	Q14459
韩愈（唐代杰出的文学家、思想家、哲学家、政治家）	Q14460
韩昭侯	Q14461
韩林儿	Q14462
韩正	Q14463
