	Q1
补肺阿胶散	Q12699
表头	Q12700
表征性	Q12701
表演艺术（艺术门类）	Q12702
袁世凯	Q12703
袁军（挪威华人联谊会中文学校校长）	Q12704
袁军（湖北省公安县人大常委会副主任）	Q12705
袁崇焕（明朝末年蓟辽督师）	Q12706
袁术（东汉末年割据群雄之一）	Q12707
袁立	Q12708
袁绍（东汉末年军阀，汉末群雄之一）	Q12709
袁野（中华人民共和国审计署副审计长）	Q12710
袁阔成	Q12711
袁隆平（首届国家最高科学技术奖得主、杂交水稻之父）	Q12712
袁黄	Q12713
袄裙	Q12714
被迫辞职	Q12715
袭警（法律用语）	Q12716
装备制造业	Q12717
装备制造（双语词汇）	Q12718
装甲军团	Q12719
装置	Q12720
裕固族	Q12721
裘曰修	Q12722
裙带菜	Q12723
裤褶	Q12724
裴延龄	Q12725
裴李岗文化（中国新石器时期文化）	Q12726
裴松之	Q12727
裴秀	Q12728
褒姒（周幽王第二任王后）	Q12729
褒扬令	Q12730
褚姓	Q12731
襄平城	Q12732
襄樊之战（宋元襄阳之战）	Q12733
襄阳	Q12734
襄阳刘集机场	Q12735
襄阳市第五中学	Q12736
襄阳市第四中学	Q12737
襄阳府（中国襄阳府）	Q12738
襦裙	Q12739
西三角经济圈	Q12740
西丰县	Q12741
西亚（地理名词）	Q12742
西京大同府	Q12743
西伯利亚大铁路	Q12744
西伯利亚铁路	Q12745
西伯利亚（北亚地区）	Q12746
西佛星系	Q12747
西关（广州荔湾区旧称）	Q12748
西北干旱半干旱区	Q12749
西北政法大学	Q12750
西北省（南非西北省）	Q12751
西半球	Q12752
西南地区（中华人民共和国地理分区）	Q12753
西南政法大学	Q12754
西南非洲	Q12755
西南（汉语词语）	Q12756
西域三十六国	Q12757
西域都护	Q12758
西域（今玉门关以西地区）	Q12759
西塞罗（古罗马著名政治家）	Q12760
西夏（中国历史政权）	Q12761
西奥多·冯·卡门	Q12762
西子湾	Q12763
西安事变（1936年12月12日张学良和杨虎城发动的兵谏）	Q12764
西安事变（2011年黑撒乐队音乐专辑）	Q12765
西安交通大学	Q12766
西安医学院	Q12767
西安电力电子技术研究所	Q12768
西安（陕西省会、十三朝古都）	Q12769
西山朝	Q12770
西山（北京西山）	Q12771
西拉雅族	Q12772
西方古典音乐	Q12773
西方哲学	Q12774
西方哲学史（西方哲学的发展历史）	Q12775
西方国家	Q12776
西方戏剧	Q12777
西方文化	Q12778
西方文明	Q12779
西方美术	Q12780
西方音乐（起源于欧洲的音乐）	Q12781
西方马克思主义	Q12782
西晋	Q12783
西林觉罗·孚琦	Q12784
西格蒙德·弗洛伊德	Q12785
西气东输	Q12786
西汉	Q12787
西汉长信宫灯	Q12788
西沙群岛	Q12789
西沙群岛、南沙群岛、中沙群岛办事处	Q12790
西沟	Q12791
西河大鼓	Q12792
西洋跳棋	Q12793
西洋音乐	Q12794
西游记（1986年杨洁执导央视版电视剧）	Q12795
西游记（中国古典长篇小说）	Q12796
西游降魔篇（书籍）	Q12797
西湖（浙江省杭州市西湖）	Q12798
西燕	Q12799
西犬丘	Q12800
西玛	Q12801
西环	Q12802
西班牙内战（西班牙第二共和国内战）	Q12803
西班牙军队	Q12804
西班牙帝国	Q12805
西班牙文	Q12806
西班牙第二共和国	Q12807
西班牙语（语言）	Q12808
西班牙（西班牙王国）	Q12809
西瓯	Q12810
西电东送	Q12811
西突厥	Q12812
西蒙家族	Q12813
西蒙（《妖精的尾巴》人物）	Q12814
西蒙（美国剧作家）	Q12815
西藏地方	Q12816
西藏流亡政府	Q12817
西藏自治区人民政府	Q12818
西藏（西藏自治区）	Q12819
西装（服饰）	Q12820
西西里岛	Q12821
西西里岛战役	Q12822
西辽	Q12823
西递镇	Q12824
西部地区	Q12825
西部大开发（中国中央政府政策）	Q12826
西里西亚（欧洲历史地域名称）	Q12827
西门豹	Q12828
西非	Q12829
西餐	Q12830
西餐厅	Q12831
西魏	Q12832
覃文	Q12833
覆土	Q12834
覆盖网络	Q12835
见证者	Q12836
见鬼（1、人看见鬼魂 2、多部恐怖电影名）	Q12837
观世音（观世音菩萨）	Q12838
观察法	Q12839
观赏石	Q12840
观赏谷子	Q12841
观音洞文化	Q12842
观音阁（湖北省鄂州市观音阁）	Q12843
规模以上工业	Q12844
规模以上工业企业	Q12845
规模以上工业增加值	Q12846
规模经济	Q12847
规范性	Q12848
规范玻色子	Q12849
规范管理	Q12850
规范经济学	Q12851
规费	Q12852
视差（视觉名词）	Q12853
视星等	Q12854
视网膜识别	Q12855
视觉暂留	Q12856
视角	Q12857
角分	Q12858
角度测量	Q12859
角色扮演游戏	Q12860
角色（名词）	Q12861
角觝	Q12862
解剖学	Q12863
解忧公主（汉朝和亲公主）	Q12864
解放巴黎	Q12865
解放战争（第三次国内革命战争）	Q12866
解放日报（中共上海市委机关报）	Q12867
解构主义	Q12868
解沛然	Q12869
解离常数	Q12870
解释器	Q12871
解释型语言	Q12872
解释学	Q12873
言情小说（小说流派）	Q12874
言论自由	Q12875
詹天佑（中国铁路工程专家）	Q12876
詹妮弗·劳伦斯	Q12877
詹姆斯·布坎南（美国第15任总统）	Q12878
詹姆斯·杜威·沃森	Q12879
计划	Q12880
计划生育	Q12881
计划经济	Q12882
计算几何	Q12883
计算器	Q12884
计算复杂性理论	Q12885
计算数学	Q12886
计算方法	Q12887
计算智能	Q12888
计算机	Q12889
计算机世界	Q12890
计算机制图	Q12891
计算机协会	Q12892
计算机图形学	Q12893
计算机安全	Q12894
计算机工程	Q12895
计算机平台	Q12896
计算机技术	Q12897
计算机操作系统（计算机系统软件）	Q12898
计算机模拟	Q12899
计算机犯罪	Q12900
计算机病毒	Q12901
计算机科学与技术专业	Q12902
计算机科学家	Q12903
计算机科学（一门科学领域）	Q12904
计算机科学（期刊名称）	Q12905
计算机程序	Q12906
计算机程序设计艺术（国防工业出版社）	Q12907
计算机程序设计语言	Q12908
计算机程序设计（康晓东编著书籍）	Q12909
计算机系统结构（机器语言机器级的结构）	Q12910
计算机组成（系统结构的逻辑实现）	Q12911
计算机网络（连接分散计算机设备以实现信息传递的系统）	Q12912
计算机视觉	Q12913
计算机辅助工程（上海海事大学主办杂志）	Q12914
计算机辅助设计	Q12915
计算神经科学	Q12916
计算能力	Q12917
计算语言学	Q12918
计量方法	Q12919
计量革命	Q12920
订婚	Q12921
讣告	Q12922
认同（心理学名词）	Q12923
认知主义	Q12924
认知偏差	Q12925
认知心理学（一种心理学研究方向）	Q12926
认知心理学（具有自由意志特征的认知模型）	Q12927
认知神经科学	Q12928
认知科学（学科概念）	Q12929
认知能力	Q12930
认知行为治疗	Q12931
认知过程	Q12932
认知革命	Q12933
认识自己	Q12934
认识论（哲学分支学科）	Q12935
讨逆军	Q12936
让-雅克·卢梭	Q12937
让·勒朗·达朗贝尔	Q12938
让·皮亚杰	Q12939
训政	Q12940
训政时期	Q12941
议事亭前地	Q12942
议事协调机构	Q12943
议事规则	Q12944
议会民主制	Q12945
记忆体	Q12946
记忆力（生理性记忆力）	Q12947
记忆恢复	Q12948
记忆（人类思维中信息内容的储备与使用过程）	Q12949
记谱法	Q12950
讲师	Q12951
许可（中国社会科学院研究员）	Q12952
许可（公务员考试培训讲师）	Q12953
许可（昕薇专属模特）	Q12954
许国石坊	Q12955
许平君（西汉宣帝皇后）	Q12956
许昌（河南省地级市）	Q12957
许水德	Q12958
许浚（朝鲜医学家）	Q12959
许海峰（中国男子射击队运动员、中国奥运金牌第一人）	Q12960
许纪霖	Q12961
许遂	Q12962
论人民民主专政	Q12963
论文	Q12964
论法的精神	Q12965
论自由	Q12966
论语·先进篇	Q12967
设区的市	Q12968
设备独立性	Q12969
设备驱动	Q12970
设计师（对设计事物的人的一种泛称）	Q12971
设计模型	Q12972
访谈法	Q12973
访问人次	Q12974
访问教授	Q12975
证伪	Q12976
证券交易所	Q12977
证券市场	Q12978
证得	Q12979
证据（法律学术语）	Q12980
评剧	Q12981
评弹	Q12982
评论家	Q12983
词谱	Q12984
诏安县	Q12985
诗歌总集	Q12986
诗经	Q12987
诗经（中国最早诗歌总集）	Q12988
诗词	Q12989
诛仙第二部	Q12990
话剧	Q12991
话语权	Q12992
详细设计	Q12993
语料库	Q12994
语言哲学	Q12995
语言学家	Q12996
语言文字	Q12997
语言环境	Q12998
语言结构	Q12999
语言（人类交际工具）	Q13000
语音合成	Q13001
语音合成器	Q13002
语音编码	Q13003
语音识别	Q13004
语音识别技术	Q13005
误差分析	Q13006
说书人（2012年小沈阳主演的电视剧）	Q13007
说岳全传（清代小说）	Q13008
诸侯争霸（发生在春秋时期的事件）	Q13009
诸侯会盟	Q13010
诸华	Q13011
诸夏（山东省临沂市蒙阴县坦埠镇诸夏村）	Q13012
诸子百家（春秋战国时期学术派别的总称）	Q13013
诸病源候论	Q13014
诸葛	Q13015
诸葛亮（三国时期历史人物）	Q13016
诺伯特·维纳	Q13017
诺利	Q13018
诺埃尔	Q13019
诺基亚	Q13020
诺夫哥罗德	Q13021
诺姆·乔姆斯基	Q13022
诺曼·安吉尔	Q13023
诺维奇（英国东安格里亚地区的中心城市）	Q13024
诺贝尔化学奖	Q13025
诺贝尔基金会	Q13026
诺贝尔奖（以瑞典化学家诺贝尔命名的奖项）	Q13027
诺贝尔文学奖	Q13028
诺贝尔物理学奖	Q13029
诺贝尔生理学或医学奖	Q13030
诺贝尔经济学奖	Q13031
读史方舆纪要	Q13032
课程	Q13033
谁？	Q13034
调休	Q13035
调制解调器	Q13036
调变	Q13037
调性	Q13038
调料	Q13039
调查对象	Q13040
调查问卷	Q13041
调频广播	Q13042
谈允贤（明代女医师）	Q13043
谈判破裂	Q13044
谈家桢	Q13045
谍海风云（2010年米凯尔·哈弗斯特罗姆执导谍战电影）	Q13046
谜团（游戏dota中英雄）	Q13047
谢勒	Q13048
谢持	Q13049
谢晖（前中国足球运动员）	Q13050
谢林（江西师范大学音乐学院教授）	Q13051
谢玄	Q13052
谢缵泰	Q13053
谥号	Q13054
谦妃	Q13055
谭人凤	Q13056
谭处端	Q13057
谭平山	Q13058
谭松韵	Q13059
谭植棠	Q13060
谭炯衰	Q13061
谭轩辕	Q13062
谭钟麟	Q13063
谯城区	Q13064
谯纵	Q13065
谯郡（南北朝时期谯郡）	Q13066
谱名	Q13067
谱线	Q13068
谷歌地球	Q13069
豆制品	Q13070
豆浆	Q13071
豆瓣网	Q13072
豆豉	Q13073
象征主义	Q13074
象郡	Q13075
豫剧	Q13076
豫北	Q13077
豫园	Q13078
豫园商城	Q13079
豫州	Q13080
豫湘桂战役	Q13081
贝克（美国军用望远镜品牌）	Q13082
贝奈戴托·克罗齐	Q13083
贝尔实验室	Q13084
贝尔格莱德	Q13085
贝尔（中式箱包品牌）	Q13086
贝尼托·墨索里尼	Q13087
贝拉·巴拉兹	Q13088
贝拉克·侯赛因·奥巴马	Q13089
贝类海鲜	Q13090
贞祐	Q13091
贞观之治（唐太宗统治下的治世）	Q13092
贞观律	Q13093
贞观（唐太宗年号）	Q13094
负增长	Q13095
负整数	Q13096
负面影响	Q13097
贡布（西藏野生动物保护协会副会长）	Q13098
贡榜王朝	Q13099
贡米（中国内地女演员）	Q13100
财富（世界著名财经杂志）	Q13101
财政学（政治经济学--分支）	Q13102
财政总收入	Q13103
财政收入	Q13104
财政赤字	Q13105
财政转移支付	Q13106
财神（道教神明）	Q13107
财经网	Q13108
责任中心	Q13109
责任内阁制	Q13110
责任制度	Q13111
货币供给	Q13112
货币学派	Q13113
货币市场	Q13114
货币政策（经济金融政策）	Q13115
货币数量论	Q13116
货币经济学（经济学分支学科）	Q13117
货币联盟	Q13118
货币贬值	Q13119
货币（一种关于交换权的契约）	Q13120
货柜	Q13121
货物周转量	Q13122
货运站	Q13123
货运飞船	Q13124
质因数	Q13125
质子数	Q13126
质子（亚原子粒子）	Q13127
质性研究	Q13128
质数	Q13129
质点	Q13130
质谱	Q13131
质谱仪	Q13132
质量守恒定律	Q13133
贪腐	Q13134
贫困人口	Q13135
贫困问题	Q13136
贫富分化	Q13137
贫富差距	Q13138
购买力	Q13139
购买力平价	Q13140
贵州医科大学	Q13141
贵州大学	Q13142
贵州威宁草海国家级自然保护区	Q13143
贵州工程应用技术学院	Q13144
贵州师范大学	Q13145
贵州师范学院	Q13146
贵州承宣布政使司	Q13147
贵州民族大学	Q13148
贵州苏铁	Q13149
贵州菜	Q13150
贵州蜡染	Q13151
贵州财经大学	Q13152
贵州（中华人民共和国省级行政区）	Q13153
贵广高速铁路	Q13154
贵池傩戏	Q13155
贵阳	Q13156
贵阳中医学院	Q13157
贵阳学院	Q13158
贵阳龙洞堡国际机场	Q13159
贸易保护主义（国际贸易理论或政策）	Q13160
贸易利得	Q13161
贸易制裁	Q13162
贸易协定	Q13163
贸易壁垒	Q13164
贸易平衡	Q13165
贸易顺差	Q13166
贸易额	Q13167
费多尔·冯·博克	Q13168
费马大定理（数学史上著名的定理）	Q13169
贺绿汀	Q13170
贺绿汀（当代著名音乐家、教育家）	Q13171
贺龙	Q13172
贾公彦	Q13173
贾庆林	Q13174
贾承博	Q13175
贾景晖	Q13176
贾湖文化	Q13177
贾湖遗址	Q13178
贾科莫·普契尼	Q13179
贾耽	Q13180
贾鲁	Q13181
资产阶级自由化	Q13182
资优生	Q13183
资料库	Q13184
资本主义制度	Q13185
资本主义社会	Q13186
资本主义萌芽	Q13187
资本主义阵营	Q13188
资本主义（私有制经济制度）	Q13189
资本市场（市场形态之一）	Q13190
资本结构	Q13191
资本论（卡尔·马克思著作）	Q13192
资本运作	Q13193
资本（政治经济学或经济学基本概念）	Q13194
资治通鉴	Q13195
资源短缺	Q13196
资源要素	Q13197
资源配置	Q13198
资源（经济学名词）	Q13199
资讯革命	Q13200
资阳人	Q13201
赋值	Q13202
赋格	Q13203
赐死制度	Q13204
赖声川	Q13205
赖清德	Q13206
赖特·米尔斯	Q13207
赛夏族	Q13208
赛奇	Q13209
赛德克族	Q13210
赛车	Q13211
赛马（桌面游戏）	Q13212
赞普	Q13213
赞美诗（赞美上帝的诗歌）	Q13214
赣州（江西省下辖地级市）	Q13215
赤壁之战（公元208年曹操和孙刘联军的作战）	Q13216
赤壁（湖北省赤壁市）	Q13217
赤德松赞	Q13218
赤松德赞	Q13219
赤柱	Q13220
赤水桫椤国家级自然保护区	Q13221
赤水（贵州省遵义市赤水市）	Q13222
赤狐（食肉目犬科动物）	Q13223
赤眉军	Q13224
赤祖德赞	Q13225
赫伯特·斯宾塞	Q13226
赫哲族	Q13227
赫图阿拉	Q13228
赫尔曼·艾宾浩斯	Q13229
赫尔辛基大学	Q13230
赫尔辛基宣言	Q13231
赫章县	Q13232
赫西俄德	Q13233
走出国门（2011年上映影片）	Q13234
走饭	Q13235
赵世炎（中国共产党早期领导人）	Q13236
赵丹（辽宁省二人转演员）	Q13237
赵丽宏	Q13238
赵九章	Q13239
赵伯先	Q13240
赵佗（南越武帝）	Q13241
赵佶（宋朝第八位皇帝）	Q13242
赵匡胤（宋朝开国皇帝）	Q13243
赵合德	Q13244
赵国（战国七雄之一）	Q13245
赵宏斌（上海财经大学公共经济与管理学院副教授）	Q13246
赵尔丰	Q13247
赵州桥（全国重点保护文物）	Q13248
赵恒惕	Q13249
赵恒（宋朝第三位皇帝）	Q13250
赵成侯	Q13251
赵承金	Q13252
赵文（大连海洋大学研究生院院长）	Q13253
赵昺（历史人物）	Q13254
赵本山	Q13255
赵构（宋高宗）	Q13256
赵桓	Q13257
赵武灵王胡服骑射	Q13258
赵秉钧	Q13259
赵素	Q13260
赵紫阳（中华人民共和国中央军委副主席）	Q13261
赵绍琴	Q13262
赵雍（战国中后期赵国君主）	Q13263
赵顼	Q13264
赵飞燕（中国汉朝时期成帝皇后）	Q13265
赵飞燕（游戏英雄杀人物）	Q13266
赵高（秦朝宰相、宦官）	Q13267
起源（词语解释）	Q13268
起重机	Q13269
超大城市（城区常住人口1000万以上的城市）	Q13270
超大质量黑洞	Q13271
超对称理论	Q13272
超导态	Q13273
超文本系统	Q13274
超文本链接	Q13275
超新星残骸	Q13276
超新星爆发	Q13277
超新星爆炸	Q13278
超新星遗迹	Q13279
超新星（恒星演化过程中的一个阶段）	Q13280
超新星（日本动漫《海贼王》中一类角色）	Q13281
超星系团	Q13282
超流体	Q13283
超级大国	Q13284
超级大坏蛋（美国2010年汤姆·麦克格雷斯执导动画片）	Q13285
超级电脑（疯狂冰咆哮创作小说）	Q13286
超级神冈探测器	Q13287
超级篮球联赛	Q13288
超级联赛	Q13289
超级计算机	Q13290
超自然力量	Q13291
超自然（超越自然科学常规范围一种极端现象）	Q13292
超英赶美	Q13293
超高温	Q13294
越人	Q13295
越剧之乡	Q13296
越南	Q13297
越南共产党	Q13298
越南共产党第六次全国代表大会	Q13299
越南历史	Q13300
越南战争（冷战中的重要局部战争）	Q13301
越南文	Q13302
越国（中国先秦时期诸侯国）	Q13303
越女争锋	Q13304
越王（南越国越王）	Q13305
越秀山	Q13306
越轨行为	Q13307
足球场地	Q13308
足球运动员（卢梭创作油画）	Q13309
足球（运动）	Q13310
跆拳道（朝鲜半岛徒手格斗术）	Q13311
跑步（运动健身类方法）	Q13312
跑马地	Q13313
距离（数学概念）	Q13314
跨国公司	Q13315
跨径	Q13316
跨海大桥	Q13317
跨领域	Q13318
路内	Q13319
路德宗	Q13320
路德维希·凡·贝多芬	Q13321
路德维希·维特根斯坦	Q13322
路德维希·贝什米特	Q13323
路易斯·普林斯	Q13324
路易斯酸碱理论	Q13325
路由器	Q13326
路由表	Q13327
路由（网络工程术语）	Q13328
路虎发现3	Q13329
路透社	Q13330
跳丧	Q13331
跳房子（儿童游戏）	Q13332
跳水运动员	Q13333
踏摇娘	Q13334
身体机能	Q13335
身心障碍	Q13336
车歪炮台	Q13337
车辆	Q13338
车骑	Q13339
车骑将军	Q13340
车骑将军（古代的高级将军官名）	Q13341
轨道交通	Q13342
轫致辐射	Q13343
转世灵童	Q13344
转置	Q13345
转运中心	Q13346
转音	Q13347
轮台县	Q13348
轮盘	Q13349
轮胎（车辆或机械上装配的圆环形弹性橡胶制品）	Q13350
软件产业	Q13351
软件公司	Q13352
软件工程师	Q13353
软件工程（学科）	Q13354
软件开发	Q13355
软件框架	Q13356
软件许可证	Q13357
软件设计模式	Q13358
软件（按照特定顺序组织的计算机数据和指令的集合）	Q13359
软木	Q13360
轴心国	Q13361
轴承（机械设备中零部件）	Q13362
轻子	Q13363
轻工业	Q13364
载人航天	Q13365
载人航天器	Q13366
载波	Q13367
载货汽车	Q13368
辅仁文社	Q13369
辅公祏	Q13370
辉县	Q13371
辉县孟庄城址	Q13372
辐射化学	Q13373
输出革命	Q13374
辗转相除	Q13375
辛丑条约	Q13376
辛亥革命（1911年中国爆发的民主革命）	Q13377
辛亥革命（2011年辛亥革命百年纪念电影）	Q13378
辛亥革命（王朝柱编写图书）	Q13379
辛夷散	Q13380
